facility_ID,facility_name,address,city,state,zip,county,hospital_type,hospital_ownership,hosp_overall_rating,census_region,census_division,median_age,per_white_non_hisp,med_inc_15plus_12mo,per_below_poverty,per_college_grad_deg_25_plus,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,PSI_03,PSI_04,PSI_06,PSI_08,PSI_09,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90
11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,Critical Access Hospitals,Government - Hospital District or Authority,,South,East South Central,42.7,92.8,25782,26.4,21.5,,,,,,,,,,,,,,,,,,,
11304,CHOCTAW GENERAL HOSPITAL,"401 VANITY FAIR LANE, PO BOX 618",BUTLER,AL,36904,CHOCTAW,Critical Access Hospitals,Voluntary non-profit - Private,,South,East South Central,43.5,61,23099,16.6,17.6,,,,,,,,,,,,,,,,,,,
11305,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,Critical Access Hospitals,Voluntary non-profit - Private,,South,East South Central,42.2,79,25461,13.4,16.2,,,,,11.2,16.8,,,,,,,,,,,,,
11306,TANNER MEDICAL CENTER-EAST ALABAMA,1032 MAIN STREET SOUTH,WEDOWEE,AL,36278,RANDOLPH,Critical Access Hospitals,Government - Hospital District or Authority,,South,East South Central,49.1,74.3,23684,29.6,20.2,,,,,,,,,,,,,,,,,,,
13300,THE CHILDREN'S HOSPITAL OF ALABAMA,1600 SEVENTH AVENUE SOUTH,BIRMINGHAM,AL,35233,JEFFERSON,Childrens,Voluntary non-profit - Private,,South,East South Central,28.4,54,40234,38,83.8,,,,,,,,,,,,,,,,,,,
13301,USA HEALTH CHILDREN'S & WOMEN'S HOSPITAL,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,Childrens,Government - State,,South,East South Central,36.8,53.6,27298,19.4,43.3,,,,,,,,,,,,,,,,,,,
14000,HILL CREST BEHAVIORAL HEALTH SERVICES,6869 FIFTH AVENUE SOUTH,BIRMINGHAM,AL,35212,JEFFERSON,Psychiatric,Proprietary,,South,East South Central,34.5,22.6,21159,34.3,28.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14006,MOUNTAIN VIEW HOSPITAL,3201 SCENIC HIGHWAY,GADSDEN,AL,35902,ETOWAH,Psychiatric,Proprietary,,South,East South Central,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14007,BRYCE HOSPITAL,200 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,TUSCALOOSA,Psychiatric,Government - State,,South,East South Central,23.1,43.4,11576,36.6,26.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14012,MARY S HARPER GERIATRIC PSYCHIATRY CENTER,201 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,TUSCALOOSA,Psychiatric,Government - State,,South,East South Central,23.1,43.4,11576,36.6,26.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14014,BAYPOINTE BEHAVIORAL HEALTH,5800 SOUTHLAND DRIVE,MOBILE,AL,36693,MOBILE,Psychiatric,Voluntary non-profit - Other,,South,East South Central,42.8,66.3,33105,7.5,38.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14015,BEACON CHILDREN'S HOSPITAL,150 HOSPITAL DRIVE,LUVERNE,AL,36049,CRENSHAW,Psychiatric,Proprietary,,South,East South Central,41.7,72.9,21429,8.1,20.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14016,"SANCTUARY AT THE WOODLANDS, THE","1910 CHEROKEE AVENUE, SW",CULLMAN,AL,35055,CULLMAN,Psychiatric,Proprietary,,South,East South Central,40.2,86.3,26571,11.9,22.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14017,EASTPOINTE HOSPITAL,7400 ROPER LANE,DAPHNE,AL,36526,BALDWIN,Psychiatric,Voluntary non-profit - Other,,South,East South Central,37.6,75.7,37135,7.3,37.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
14018,UNITY PSYCHIATRIC CARE - HUNTSVILLE,"5315 MILLENIUM DRIVE, NW",HUNTSVILLE,AL,35806,MADISON,Psychiatric,Proprietary,,South,East South Central,32.9,58.1,37386,10.7,54.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,Acute Care Hospitals,Voluntary non-profit - Church,2,West,Pacific,31.1,36.8,31290,18.7,27.5,5,11,2.1,10.1,12.1,16.6,14.9,0.72,151.27,0.15,0.09,3.18,0.5,8.68,2.36,3.47,0.86,1.11,0.93
20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA-SUSITNA,Acute Care Hospitals,Voluntary non-profit - Other,3,West,Pacific,34.3,78.2,31968,9.1,26.9,2.8,13.5,,8.3,13.7,19.6,13.5,0.09,142.1,0.17,0.06,2.82,0.83,9.69,3.21,5.93,0.98,1.16,1.06
20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,Acute Care Hospitals,Government - Local,4,West,Pacific,38.5,63.2,43234,6.3,38.2,2.3,,,9.6,11.1,14.8,12.9,0.3,,0.18,0.07,2.36,,,3.7,,0.78,1.01,1
20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,Acute Care Hospitals,Voluntary non-profit - Private,3,West,Pacific,34.5,61.3,33855,11.4,25.6,1.9,11.4,,11.3,13.3,18.6,18.2,1.48,,0.17,0.06,2.68,0.86,4.02,3.63,3.6,1.04,1.31,1.02
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,Acute Care Hospitals,Proprietary,4,West,Pacific,31.1,36.8,31290,18.7,27.5,2.2,11.5,3.7,10.3,10.3,18.6,11.3,0.78,142.2,0.16,0.05,1.68,0.52,6.66,2.47,5.08,0.67,1.64,0.94
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,Acute Care Hospitals,Tribal,,West,Pacific,29.3,18,27962,20.8,19.2,,,,,11.8,17.3,,0.51,,0.19,0.17,,,,,,,,
20024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,Acute Care Hospitals,Voluntary non-profit - Other,2,West,Pacific,40.9,82,31728,13.7,24.7,3.8,,,8.5,13.7,18.6,14.9,0.19,,0.21,0.06,2.27,0.88,4.09,5.03,3.7,0.76,1.74,1
20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,Acute Care Hospitals,Government - Federal,2,West,Pacific,31.1,36.8,31290,18.7,27.5,2.4,13.3,,7.5,11.4,16.5,18,2.62,139,0.2,0.06,3.55,1.14,6.97,3.39,4.93,1.83,1.46,1.38
02013F,673rd Medical Group (Joint Base Elmendorf-Richardson),673 MDG 5955 Zeamer Ave,JBER,AK,99506,ANCHORAGE,Acute Care - Department of Defense,Department of Defense,,West,Pacific,23.2,56.8,28671,13.8,25,,,,,,,,,,,,,,,,,,,
02014F,Bassett ACH (FT Wainwright),4076 Neely Road,Fort Wainwright,AK,99703,FAIRBANKS NORTH STAR,Acute Care - Department of Defense,Department of Defense,,West,Pacific,22.2,57,29324,6.9,25.5,,,,,,,,,,,,,,,,,,,
21301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,VALDEZ,AK,99686,VALDEZ-CORDOVA,Critical Access Hospitals,Government - Local,,West,Pacific,41,83.5,39261,6.5,29.3,,,,,,,,,,,,,,,,,,,
21302,PROVIDENCE SEWARD HOSPITAL,"417 FIRST AVENUE, PO BOX 365",SEWARD,AK,99664,KENAI PENINSULA,Critical Access Hospitals,Government - Local,,West,Pacific,41.3,72.8,36216,11,28.4,,,,,,,,,,,,,,,,,,,
21304,PETERSBURG MEDICAL CENTER,PO BOX 589,PETERSBURG,AK,99833,PETERSBURG BOROUGH,Critical Access Hospitals,Government - Local,,West,Pacific,48.8,60.5,26401,4.9,25.6,,,,,,,,,,,,,,,,,,,
21305,SEARHC WRANGELL MEDICAL CENTER-CAH,232 WOOD STREET,WRANGELL,AK,99929,WRANGELL CITY AND BOROUGH,Critical Access Hospitals,Tribal,,West,Pacific,47.7,64.3,30082,8,16.9,,,,,,,,,,,,,,,,,,,
21306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,KODIAK,AK,99615,KODIAK ISLAND BOROUGH,Critical Access Hospitals,Voluntary non-profit - Church,,West,Pacific,34.5,49,32650,6.7,30.6,,,,,,,,,,,,,,,,,,,
21307,CORDOVA COMMUNITY MEDICAL CENTER,PO BOX 160 - 602 CHASE AVENUE,CORDOVA,AK,99574,VALDEZ-CORDOVA,Critical Access Hospitals,Government - Local,,West,Pacific,35.2,61.6,38690,2.3,30.7,,,,,,,,,,,,,,,,,,,
21308,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVENUE (P O BOX 966),NOME,AK,99762,NOME,Critical Access Hospitals,Tribal,,West,Pacific,31.2,25.7,43379,7.9,25.8,,,,8.8,,,,,,,,,,,,,,,
21309,BRISTOL BAY AREA HEALTH CORPORATION,P O BOX 130,DILLINGHAM,AK,99576,DILLINGHAM,Critical Access Hospitals,Voluntary non-profit - Private,,West,Pacific,30.2,20.9,38049,9.9,20.4,,,,,,,,,,,,,,,,,,,
21310,MANIILAQ HEALTH CENTER,PO BOX 43,KOTZEBUE,AK,99752,NORTHWEST ARTIC BOROUGH,Critical Access Hospitals,Tribal,,West,Pacific,31.5,18.3,38355,15.5,22.1,,,,,,,,,,,,,,,,,,,
21311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,KETCHIKAN,AK,99901,KETCHIKAN GATEWAY,Critical Access Hospitals,Voluntary non-profit - Church,,West,Pacific,40,63.2,36453,8.8,25.4,2.7,,,,,16,,,,,,,,,,,,,
21312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,BARROW,AK,99723,NORTH SLOPE BOROUH,Critical Access Hospitals,Tribal,,West,Pacific,28.2,8.1,32472,10.9,12.7,,,,8,,,,,,,,,,,,,,,
21313,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,KENAI PENINSULA,Critical Access Hospitals,Voluntary non-profit - Private,,West,Pacific,40.4,80.2,33255,11.2,36.7,2.5,,,8.4,,17.8,,,,,,,,,,,,,
21314,MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,AK,99835,SITKA BOROUGH,Critical Access Hospitals,Voluntary non-profit - Private,,West,Pacific,39.1,61.5,41174,6.6,34.3,,,,,,18.9,,,,,,,,,,,,,
24001,NORTH STAR HOSPITAL,2530 DEBARR RD,ANCHORAGE,AK,99508,ANCHORAGE,Psychiatric,Proprietary,,West,Pacific,31.1,36.8,31290,18.7,27.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
24002,ALASKA PSYCHIATRIC INSTITUTE,3700 PIPER STREET,ANCHORAGE,AK,99508,ANCHORAGE,Psychiatric,Government - State,,West,Pacific,31.1,36.8,31290,18.7,27.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Other,3,West,Mountain,30.8,25.7,26617,29.7,23.6,2.5,13.8,2.6,9.7,10.2,15.6,13.3,0.26,166.57,0.16,0.04,2.4,1.57,12.99,2.21,5.69,0.79,0.85,1.09
30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,Acute Care Hospitals,Voluntary non-profit - Private,3,West,Mountain,42.3,60.5,27356,20.9,34.4,1.8,11.8,2.1,10.4,11.9,20.6,11.6,0.21,147.12,0.18,0.08,3.08,1.36,7.4,2.69,3.87,1.03,0.75,0.86
30007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,YAVAPAI,Acute Care Hospitals,Voluntary non-profit - Private,4,West,Mountain,47.1,76.9,25302,15.4,20.8,2.3,10.7,,11.3,12,14.9,13.3,0.1,,0.2,0.06,2.86,0.86,4.64,3.45,3.77,0.74,0.86,0.88
30010,ST. MARY'S HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,PIMA,Acute Care Hospitals,Voluntary non-profit - Private,2,West,Mountain,39.4,38.5,29883,17.1,41.3,2.4,13.3,2.8,10.3,12.1,16.5,15.2,0.08,169.03,0.17,0.13,2.84,1.33,10.32,3.61,4.43,0.75,1.25,1.06
30011,ST JOSEPH'S HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,PIMA,Acute Care Hospitals,Voluntary non-profit - Other,3,West,Mountain,35.6,47.2,24949,23,31,2.2,13.5,,8.7,10.6,18.3,14.5,0.05,146.75,0.18,0.05,2.57,0.7,5.41,3.96,4.67,0.71,1.06,0.88
30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,YAVAPAI,Acute Care Hospitals,Voluntary non-profit - Private,3,West,Mountain,56.9,85,27248,14.7,35.1,3.6,11.8,3.3,9.1,11.2,16.1,14.4,1.51,135.21,0.2,0.05,2.51,1,6.57,4.15,4.81,0.69,1.39,1.2
30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,YUMA,Acute Care Hospitals,Voluntary non-profit - Private,2,West,Mountain,32.5,25.8,24962,20.4,15.8,1.9,14,2,9.3,12.4,18.8,16,0.95,164.64,0.18,0.05,2.41,0.91,3.39,2.72,3.74,0.68,1.58,0.89
30014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,3,West,Mountain,43.4,60.3,40355,12.8,39.5,2.5,13.1,2.7,10.5,11.1,15.9,11,0.05,135.56,0.22,0.05,2.55,0.77,12.15,3.77,3.12,1.25,0.8,0.99
30016,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,PINAL,Acute Care Hospitals,Voluntary non-profit - Other,3,West,Mountain,35.1,41.6,27084,15.5,16.4,2.8,11.9,,8.9,11.9,18.8,13.6,0.1,,0.17,0.07,2.23,0.87,7.62,3.24,5.11,0.75,0.87,0.97
30022,VALLEYWISE HEALTH MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,MARICOPA,Acute Care Hospitals,Government - Local,2,West,Mountain,29.9,28,26808,21,23.2,,,,,10.7,,,0.15,,0.18,0.07,2.69,0.91,5.85,3,3.94,0.79,0.99,0.91
30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,COCONINO,Acute Care Hospitals,Voluntary non-profit - Private,3,West,Mountain,29.6,69.1,26752,17.4,54.5,2.6,12.4,2.4,10.1,11.1,16.2,14.9,0.03,171.25,0.17,0.11,2.58,1.02,9.15,2.62,3.15,0.92,0.68,0.83
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Church,4,West,Mountain,39.7,57.1,40926,14.8,44.5,,12.3,2.8,7.1,11.7,17,14.8,0.42,117.86,0.19,0.03,3.64,1.15,9.62,4.64,4.46,0.84,1.37,1.11
30030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,MARICOPA,Acute Care Hospitals,Physician,2,West,Mountain,30.4,28.8,25493,27.8,19.9,,12.1,,7.7,10.7,18.7,14.4,1.87,139.99,0.21,0.06,2.25,,,2.86,,0.77,1.33,1.2
30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,2,West,Mountain,36.1,59.1,41135,7.2,38.1,2.7,12.5,2.8,9.3,10.5,16.6,10.8,0.03,134.88,0.23,0.04,2.23,2.54,8.06,4.33,8.11,1.63,3.13,1.3
30037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,MARICOPA,Acute Care Hospitals,Proprietary,3,West,Mountain,30.8,25.7,26617,29.7,23.6,3,,,,,,,0.25,,0.18,0.07,2.97,0.88,4.12,3,3.7,0.78,0.96,0.87
30038,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,MARICOPA,Acute Care Hospitals,Proprietary,2,West,Mountain,37.2,72.9,46979,10.4,58.5,2.3,13.2,,9.5,12.5,16.5,12.2,0.33,144.86,0.16,0.09,2.63,0.64,2.7,3.87,3.83,0.99,1.42,0.82
30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE,Acute Care Hospitals,Voluntary non-profit - Other,4,West,Mountain,39.6,56.3,31507,15.4,28,2.3,10.7,,8.2,11.8,15.4,11.4,0.14,140.51,0.17,0.06,2.27,0.9,4.94,3.18,4.55,0.77,1.36,0.93
30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86401,MOHAVE,Acute Care Hospitals,Government - Hospital District or Authority,3,West,Mountain,46,75.7,27152,11.7,17.7,2.4,12.2,4.1,10.1,9.1,14.9,13.3,0.54,133.51,0.16,0.06,2.81,0.83,3.91,3.64,6.45,0.76,1.56,1.06
30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Other,2,West,Mountain,72.7,91.8,25957,9.4,24.3,2,13.8,1.7,9.9,12.1,15,14.5,0.03,134.09,0.14,0.1,2.01,1.04,4.64,3.61,3.2,0.66,0.65,0.73
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,Acute Care Hospitals,Voluntary non-profit - Private,5,West,Mountain,47.1,78.5,25928,15.9,25,1.8,11.5,,8.8,10.8,15.8,13.8,0.11,,0.17,0.14,2.36,0.84,6.6,3.02,3.55,0.72,1.23,0.88
30064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1625 NORTH CAMPBELL AVENUE,TUCSON,AZ,85719,PIMA,Acute Care Hospitals,Voluntary non-profit - Private,2,West,Mountain,23,58.5,15657,35.4,48.8,,13.3,3.2,8.9,11.1,15.7,17.3,0.22,126.95,0.2,0.04,1.76,2.05,5.81,4.14,5.42,0.8,1.05,1
30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,2,West,Mountain,30.9,49.8,31309,19.6,31.5,3.4,13.9,3.6,9.9,8.3,14.7,13.8,0.6,151.4,0.19,0.04,2.37,1.14,9.23,2.45,4.27,0.87,1.08,1
30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,Acute Care Hospitals,Proprietary,3,West,Mountain,48.8,72.4,25825,16.7,16.6,2.7,12.8,2.4,6.9,11.2,18,12.2,0.06,156.15,0.2,0.2,2.29,0.75,12.61,2.6,4.1,0.71,1.88,1
30071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,APACHE,Acute Care Hospitals,Government - Federal,2,West,Mountain,35,2.2,21244,33,11.7,,,,,10.8,13.3,,3.31,,0.18,0.07,2.37,,,3.35,,,1.02,1.14
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,COCONINO,Acute Care Hospitals,Voluntary non-profit - Other,2,West,Mountain,33.2,3.6,21399,27,15,2.7,,,,,16.2,,0.22,,0.18,0.07,2.56,0.89,5.33,3.13,3.95,0.78,0.99,0.92
30074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,PIMA,Acute Care Hospitals,Tribal,,West,Mountain,29.3,2.9,18558,46.2,5,,,,,,,,0.59,,0.19,0.07,,,,,,,,
30077,SAN CARLOS APACHE HEALTHCARE CORP,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GILA,Acute Care Hospitals,Government - Federal,,West,Mountain,23.8,0.5,17268,46.7,2.2,,,,,,,,0.58,,0.19,0.07,,,,,,,,
30078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,MARICOPA,Acute Care Hospitals,Government - Federal,,West,Mountain,38.2,57.6,42177,12.7,44.5,,,,,,,,0.47,,0.19,0.07,2.6,,,3.34,,,,0.99
30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,MARICOPA,Acute Care Hospitals,Proprietary,2,West,Mountain,37.4,61,33030,14.4,33.1,2.6,13.1,,8.3,13.8,18.5,15.2,1.2,,0.25,0.06,2.49,0.91,5.92,2.74,4.01,0.78,0.95,1.02
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,Acute Care Hospitals,Government - Federal,,West,Mountain,31.6,1.7,16920,47,12.8,,,,,11.1,15.4,,0.39,,0.18,0.07,2.37,,,3.38,,,,0.99
30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,PIMA,Acute Care Hospitals,Proprietary,3,West,Mountain,35.8,55.4,32044,10.1,28.4,2.5,13.2,4.2,10.3,12.5,21.2,16.1,2.95,139.29,0.18,0.05,2.05,1.61,8.76,3.45,3.64,0.97,1.19,1.43
30087,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,Acute Care Hospitals,Proprietary,3,West,Mountain,45.9,79.4,49926,5.5,58.3,1.9,11.9,2.5,10,10.1,13.6,11.5,0.91,149.57,0.12,0.08,2.79,1.37,6.63,2.85,4.4,0.85,0.75,1
30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,3,West,Mountain,45.9,71.3,30304,11.7,27.1,2.4,,,10.4,13.1,17.7,16.9,0.28,142.75,0.19,0.04,2.16,0.84,3.38,2.71,3.32,0.65,0.67,0.75
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,MARICOPA,Acute Care Hospitals,Government - Hospital District or Authority,2,West,Mountain,38.1,71.7,30541,10.9,20.8,2.4,13.3,2.3,8,9.5,17.2,14,0.28,125.19,0.15,0.05,2.21,0.95,8.9,3.13,3.07,0.67,1.06,0.89
30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,3,West,Mountain,35,64.9,36279,8.7,30.1,2.4,14.5,2.6,9.7,12.7,17.7,12.2,0.05,140.49,0.19,0.05,2.72,1.28,4.12,3.83,4.18,0.99,1.37,0.87
30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,4,West,Mountain,73.8,94.1,32200,6.5,34.2,2.1,12.5,,7.2,11.9,19.6,13.8,0.27,112.13,0.17,0.1,2.13,0.8,8.55,2.74,3.68,0.66,0.98,0.88
30094,ABRAZO ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,Acute Care Hospitals,Proprietary,3,West,Mountain,42,72.9,37939,8.8,35.5,2,13.8,3,7.4,10.9,15.2,14.9,0.34,148.42,0.21,0.05,2.82,0.79,8.81,4.74,3.48,0.68,0.67,1.01
30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,MOHAVE,Acute Care Hospitals,Proprietary,2,West,Mountain,49.8,66.9,22876,18.6,10.9,,14.3,,8.7,12.1,18.8,13.7,0.89,,0.23,0.06,2.61,0.89,4.85,3.59,3.8,0.74,0.89,1
30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,5,West,Mountain,36.2,70.6,59570,12.4,60.8,2.1,9.8,2.3,6.4,10.7,13,10.2,0.7,109.28,0.19,0.03,2.15,1.43,3.8,2.56,4.69,0.89,0.65,0.85
30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,MARICOPA,Acute Care Hospitals,Voluntary non-profit - Private,5,West,Mountain,45.9,71.3,30304,11.7,27.1,,10.9,3,,11.2,19.6,,0.05,142.77,0.17,0.06,1.89,1.81,7.36,3.21,3.09,0.77,0.88,0.85
30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206,MARICOPA,Acute Care Hospitals,Physician,,West,Mountain,45.9,71.3,30304,11.7,27.1,1.8,,,,,,,0.58,,0.18,0.15,2.26,0.86,3.02,2.56,3.43,0.8,1.03,0.81
